Product name,Brand,GTIN,Ordinary Price,Active Promotion Price,Min Quantity,Total for x items
Hackade Dadlar EKO,SELLTON,"=""7350022982215""",19.95,N/A,N/A,N/A
Mynta,SANTA MARIA,"=""7311311011375""",61.95,N/A,N/A,N/A
Nespresso Colombia,STARBUCKS,"=""7613036961721""",49.5,N/A,N/A,N/A
Nudlar Shanghai,CHUNSI,"=""6920802311422""",74.95,N/A,N/A,N/A
Salladskryd Italiensk,SANTA MARIA,"=""7311311013515""",75.95,N/A,N/A,N/A
Salladskrydda Grekisk,SANTA MARIA,"=""7311311026553""",28.95,N/A,N/A,N/A
Te Rooibos,LIPTON,"=""5063270101612""",23.95,N/A,N/A,N/A
Chokladdryck Tigo,MOKATE,"=""5900649054448""",12.95,N/A,N/A,N/A
Te Snore And Peace Infusion EKO,CLIPPER,"=""5021991941757""",31.95,N/A,N/A,N/A
Sardeller,ZETA,"=""7350002404720""",349,N/A,N/A,N/A
Senapsfrö Gult,SANTA MARIA,"=""7311311012044""",86.95,N/A,N/A,N/A
Ananas Skivade,GASTRINO,"=""7340083497711""",99.95,N/A,N/A,N/A
Kaffekapslar Espresso Lungo Intenso,LAVAZZA,"=""8000070071612""",42.95,N/A,N/A,N/A
Rosmarin,SANTA MARIA,"=""7311311011412""",64.95,N/A,N/A,N/A
Decaf Instant,LÖFBERGS,"=""7310050003450""",54.95,N/A,N/A,N/A
Ketchup,TAT,"=""8690635151424""",25.95,N/A,N/A,N/A
Japansk Sojasås,TWIN DRAGON,"=""7350116923957""",59.95,N/A,N/A,N/A
Pasta Fusili,GASTRINO,"=""7340083478963""",109,N/A,N/A,N/A
Kummin Hel,SANTA MARIA,"=""7311311011979""",64.95,N/A,N/A,N/A
Kaffebönor Espresso Barista Intenso,LAVAZZA,"=""8000070038370""",195,N/A,N/A,N/A
Espressobönor Arabica,MUSETTI,"=""8004769201069""",165,N/A,N/A,N/A
Pommes Friteskrydda,SANTA MARIA,"=""7311311013096""",69.95,N/A,N/A,N/A
Snabbnudlar Räka,YUM YUM,"=""8852018101055""",6.95,N/A,N/A,N/A
Vallmofrö Blått,SANTA MARIA,"=""7311311012310""",99.95,N/A,N/A,N/A
Kaffekapslar Ristretto,L'OR,"=""8711000390214""",129,N/A,N/A,N/A
Kaffekapslar Profondo,L'OR,"=""8711000390313""",129,N/A,N/A,N/A
Kaffekapslar Oh La La,GRAND CRU,"=""3046401900065""",28.95,N/A,N/A,N/A
Chilipeppar Flakes,SANTA MARIA,"=""7311311012228""",79.95,N/A,N/A,N/A
Chunky Salsa EKO,GARANT EKO,"=""7340083472404""",26.95,N/A,N/A,N/A
Kaffe Mörkrost Malet EKO,RUTASOKA,"=""7350102570158""",71.95,N/A,N/A,N/A
Oregano,KRYDDHUSET,"=""7331642060040""",59.95,N/A,N/A,N/A
Glassås Toffee,DR. OETKER,"=""5701073067253""",19.95,N/A,N/A,N/A
Marinade & Bbq Oil Allround,CAJ P.,"=""7315200591016""",48.95,N/A,N/A,N/A
Timjan,SANTA MARIA,"=""7311311018367""",119,N/A,N/A,N/A
Örtsalt Chili & Paprika,FALKSALT,"=""7311631865214""",38.95,N/A,N/A,N/A
Mandel Hel,SELLTON,"=""7350022980044""",139,N/A,N/A,N/A
Kaffe Kardemumma,NAJJAR,"=""22644006361""",36.95,N/A,N/A,N/A
Vinäger Chinkiang,HENG SHUN,"=""6902007505264""",35.95,N/A,N/A,N/A
Cachewnötter Naturella,GASTRINO,"=""7340083487743""",159,N/A,N/A,N/A
Potatiskrydda,SANTA MARIA,"=""7311311013102""",79.95,N/A,N/A,N/A
Cayennepeppar,SANTA MARIA,"=""7311311012181""",119,N/A,N/A,N/A
Honung Flytande,NYDALA BIGÅRD,"=""7392611508314""",87.95,N/A,N/A,N/A
Te Kardemumma,AHMAD TEA,"=""54881009768""",129,N/A,N/A,N/A
Espresso Hela Bönor EKO,GARANT EKO,"=""7311041067352""",78.95,N/A,N/A,N/A
Russin,ELDORADO,"=""7340083464980""",13.5,N/A,N/A,N/A
Chilipulver,SANTA MARIA,"=""7311311012204""",119,N/A,N/A,N/A
Vitlökssalt,SANTA MARIA,"=""7311311026430""",28.95,N/A,N/A,N/A
Mörkrost EKO KRAV,GEVALIA,"=""8711000537466""",69.95,N/A,N/A,N/A
Viltkrydda,SANTA MARIA,"=""7311311026508""",26.95,N/A,N/A,N/A
Pasta Penne Rigate,GASTRINO,"=""7340083478987""",109,N/A,N/A,N/A
Oliver Kalamata,FONTANA,"=""7316150770315""",199,N/A,N/A,N/A
Gyroskrydda,SANTA MARIA,"=""7311311013072""",99.95,N/A,N/A,N/A
Pizzakrydda,KRYDDHUSET,"=""7331642060118""",59.95,N/A,N/A,N/A
Nespresso Espresso Blonde,STARBUCKS,"=""7613036961608""",49.5,N/A,N/A,N/A
Te Spicy Chai Med Matcha EKO,FREDSTED,"=""5701182012946""",33.95,N/A,N/A,N/A
Ingefära Malen,SANTA MARIA,"=""7311311026300""",9.95,N/A,N/A,N/A
Sugar Smile,DR. OETKER,"=""5701073067963""",45.95,N/A,N/A,N/A
Parboiled Ris,GASTRINO,"=""7340083481468""",129,N/A,N/A,N/A
Mejram,SANTA MARIA,"=""7311311011368""",64.95,N/A,N/A,N/A
Krossade Tomater,GASTRINO,"=""7340083477201""",52.95,N/A,N/A,N/A
Pasta Fusilli Fullkorn,GASTRINO,"=""7340083479007""",115,N/A,N/A,N/A
Fish Sauce EKO,SANTA MARIA,"=""7311310046583""",34.95,N/A,N/A,N/A
Jalapeño Granulerad,SANTA MARIA,"=""7311310044459""",155,N/A,N/A,N/A
Sötstark Senap EKO,BJÖRNEKULLA,"=""7317663580538""",16.95,N/A,N/A,N/A
Blandade Grönsaker,YONCA,"=""8697406270674""",21.95,N/A,N/A,N/A
Anis Hela,SANTA MARIA,"=""7311311011719""",135,N/A,N/A,N/A
Kanderade Kikärtor Med Sesamfrön,NASIB,"=""7350005810108""",31.95,N/A,N/A,N/A
Ketjap Manis Söt Soja,SANTA MARIA,"=""7311310046439""",52.95,N/A,N/A,N/A
Glassås Choco,DR. OETKER,"=""5701073067246""",19.95,N/A,N/A,N/A
Ingefära Malen,SANTA MARIA,"=""7311311011801""",99.95,N/A,N/A,N/A
Mörka Kikärtor EKO,ZETA,"=""7350027797852""",15.95,13,2,26.0
Estragon I Vinäger,SANTA MARIA,"=""7311310048051""",89.95,N/A,N/A,N/A
Dijon Senap,BORNIER,"=""3104716501077""",99,N/A,N/A,N/A
Svartpeppar Hel EKO,SANTA MARIA,"=""7311311012419""",259,N/A,N/A,N/A
Franska Örter,SANTA MARIA,"=""7311311012839""",69.95,N/A,N/A,N/A
Kycklingpastej Pikant,PODRAVKA,"=""3856020244514""",14.95,N/A,N/A,N/A
Vitpeppar Malen,SANTA MARIA,"=""7311311012174""",239,N/A,N/A,N/A
Basilika EKO,SANTA MARIA,"=""7311311012334""",99.95,N/A,N/A,N/A
Kryddpeppar Hel,SANTA MARIA,"=""7311311011948""",199,N/A,N/A,N/A
Lök Granulerad EKO,SANTA MARIA,"=""7311311012365""",189,N/A,N/A,N/A
Gräslök,SANTA MARIA,"=""7311311011344""",99.95,N/A,N/A,N/A
Svartpeppar Grov,GASTRINO,"=""7340083488085""",145,N/A,N/A,N/A
Fänkålsfrö Hela,SANTA MARIA,"=""7311311011771""",89.95,N/A,N/A,N/A
Bbq Sauce Original American Style,SANTA MARIA,"=""7311312006417""",119,N/A,N/A,N/A
Sesamfrö Vitt,SANTA MARIA,"=""7311311012068""",89.95,N/A,N/A,N/A
Paprika Pulver,GASTRINO,"=""7340083488177""",64.95,N/A,N/A,N/A
Sambal Oelek,SANTA MARIA,"=""7311310046835""",69.95,N/A,N/A,N/A
Habanero Salsa,EL TACO TRUCK,"=""7350115940061""",35.95,N/A,N/A,N/A
Fempeppar,SANTA MARIA,"=""7311311012990""",275,N/A,N/A,N/A
Linfrö Hela EKO,GARANT EKO,"=""7311043004904""",29.95,N/A,N/A,N/A
Chef De Provence,SANTA MARIA,"=""7311311012815""",125,N/A,N/A,N/A
Kardemumma Hel,SANTA MARIA,"=""7311311011825""",299,N/A,N/A,N/A
Kaffe Premium,LINDVALLS CHARK,"=""7310831020096""",63.95,N/A,N/A,N/A
Vitlök Finhackad,SANTA MARIA,"=""7311311012082""",169,N/A,N/A,N/A
Vitpeppar Hel,SANTA MARIA,"=""7311311012150""",299,N/A,N/A,N/A
Svartpeppar Granulerad EKO,SANTA MARIA,"=""7311311012426""",175,N/A,N/A,N/A
Persillade,SANTA MARIA,"=""7311311012914""",89.95,N/A,N/A,N/A
Dillfrö,SANTA MARIA,"=""7311311011757""",74.95,N/A,N/A,N/A
Paprika Stark,SANTA MARIA,"=""7311311012259""",105,N/A,N/A,N/A
Aromkrydda,SANTA MARIA,"=""7311311012808""",64.95,N/A,N/A,N/A
Espressokaffe,MUSETTI,"=""8004769225812""",44.95,N/A,N/A,N/A
Smörgåsgurka Skivad,FELIX,"=""7310240050455""",42.95,N/A,N/A,N/A
Espresso Dulce,MUSETTI,"=""8004769202929""",165,N/A,N/A,N/A
Svartpeppar Grovmalen EKO,SANTA MARIA,"=""7311311012402""",205,N/A,N/A,N/A
Kanel Hel,SANTA MARIA,"=""7311311013584""",129,N/A,N/A,N/A
Kaffekapslar Rendez Vous,GRAND CRU,"=""3046401900096""",28.95,N/A,N/A,N/A
Kaffekapslar Excellence,GRAND CRU,"=""3046401900058""",28.95,N/A,N/A,N/A
Vitt Te Hallon EKO,CLIPPER,"=""5021991941818""",31.95,N/A,N/A,N/A
Olivolja Tryffel,LEVANTE,"=""8011845000188""",59.95,N/A,N/A,N/A
Cayennepeppar,KOCKENS,"=""7350046465152""",23.95,N/A,N/A,N/A
Te Mango/Citrus Infusion EKO,CLIPPER,"=""5021991944536""",31.95,N/A,N/A,N/A
Grönt Te Fläderkulle EKO,ARVID NORDQUIST,"=""7310760522005""",35.95,N/A,N/A,N/A
Allroundkrydda,SANTA MARIA,"=""7311311016240""",36.95,N/A,N/A,N/A
Citronsyra,SANTA MARIA,"=""7311311026324""",14.95,N/A,N/A,N/A
Bbq Oil Garlic,CAJ P.,"=""7315200590835""",28.95,N/A,N/A,N/A
Bbq Oil Parsley & Garlic,CAJ P.,"=""7315200590897""",28.95,N/A,N/A,N/A
Bbq Oil Chili & Spices,CAJ P.,"=""7315200590934""",28.95,N/A,N/A,N/A
Bbq Oil Original,CAJ P.,"=""7315200590958""",49.95,N/A,N/A,N/A
Nespresso Verona,STARBUCKS,"=""7613036959001""",46.95,N/A,N/A,N/A
Curry,KRYDDHUSET,"=""7331642060149""",59.95,N/A,N/A,N/A
Rich Earl Grey Utan Kuvert,LIPTON,"=""5063270101209""",40.95,N/A,N/A,N/A
Te Tropical Fruit Pyramid,LIPTON,"=""7310390855139""",23.95,N/A,N/A,N/A
Te Kardemumma 100-Pack,AHMAD TEA,"=""54881005920""",64.95,N/A,N/A,N/A
Te Eng Breakfast,TWININGS,"=""70177090463""",59.95,N/A,N/A,N/A
Te Russian Earl Grey,LIPTON,"=""5410033852968""",20.95,N/A,N/A,N/A
Iste Peach,LIPTON,"=""8711200454471""",12.5,N/A,N/A,N/A
Te Chai & Fläderbär,FRIGGS,"=""7350028548330""",21.95,N/A,N/A,N/A
Te Yellow Label,LIPTON,"=""8720608009244""",19.95,N/A,N/A,N/A
Te Mango & Lychee,TWININGS,"=""70177173364""",39.95,N/A,N/A,N/A
Te English Breakfast,TWININGS,"=""70177077693""",36.95,N/A,N/A,N/A
Iste Lemon,LIPTON,"=""8711200454464""",11.95,N/A,N/A,N/A
Te Kardemumma,AHMAD TEA,"=""54881009768""",125,N/A,N/A,N/A
Smörgåsgurka,FELIX,"=""7310240150131""",29.95,N/A,N/A,N/A
Tomater Pizzasås,MUTTI,"=""8005110551215""",24.95,N/A,N/A,N/A
Fiskbullar Dillsås,ABBA,"=""7311170041346""",27.5,N/A,N/A,N/A
Mor Annas Smörgåsgurka,ÖNOS,"=""7310770664450""",26.95,N/A,N/A,N/A
Tonfisk I Olja 3-Pack,ABBA,"=""7311171007099""",49.95,N/A,N/A,N/A
Österrikisk Gulaschsoppa,KNORR,"=""8712566118243""",35.95,N/A,N/A,N/A
Mor Annas Tunnskivade Gurka,ÖNOS,"=""7310770664436""",28.95,N/A,N/A,N/A
Passerade Tomater,MUTTI,"=""8005110004766""",26.95,N/A,N/A,N/A
Skalade Tomater I Tomatjuice,MUTTI,"=""8005110060007""",19.95,N/A,N/A,N/A
Kycklingpastej,ARGETA,"=""38381423""",12.5,N/A,N/A,N/A
Auberginepuré,SEVAN,"=""7331217010494""",29.95,N/A,N/A,N/A
Sardeller,ZETA,"=""7350002404720""",319,N/A,N/A,N/A
Chilisås,HEINZ,"=""5900783007874""",37.95,N/A,N/A,N/A
Tomatketchup 50% Mindre Socker,HEINZ,"=""8715700423944""",38.95,N/A,N/A,N/A
Béarnaisesås,BLÅ BAND,"=""7322550092605""",26.95,N/A,N/A,N/A
Svartpeppar Malen,SANTA MARIA,"=""7311311015670""",28.95,N/A,N/A,N/A
Currysås,BLÅ BAND,"=""7322550092049""",17.95,N/A,N/A,N/A
BBQ Grillolja Allround,SANTA MARIA,"=""7311310027605""",36.95,N/A,N/A,N/A
Brunsås,BLÅ BAND,"=""7322550092629""",26.95,N/A,N/A,N/A
Chilipeppar Red Hot Flakes,SANTA MARIA,"=""7311311015564""",34.95,N/A,N/A,N/A
Rapsolja,ZETA,"=""7350002400227""",23.95,N/A,N/A,N/A
Svartpeppar Grovmalen,SANTA MARIA,"=""7311311014185""",28.95,N/A,N/A,N/A
Grönpeppar,SANTA MARIA,"=""7311311015649""",29.95,N/A,N/A,N/A
Oxbuljong Mörk,KNORR,"=""7310300000604""",14.5,N/A,N/A,N/A
Ättikssprit 12%,WINBORGS,"=""7310300011020""",20.95,N/A,N/A,N/A
Olivolja Extra Vergine Classico,ZETA,"=""7350002400326""",64.95,N/A,N/A,N/A
Béarnaisesås,BLÅ BAND,"=""7322550092001""",15.5,N/A,N/A,N/A
Svartpeppar Mal,SANTA MARIA,"=""7311311012143""",135,N/A,N/A,N/A
Kokosolja Neutral EKO,KUNG MARKATTA,"=""7391835923286""",47.95,N/A,N/A,N/A
Rock Salt,SANTA MARIA,"=""7311310026790""",54.95,N/A,N/A,N/A
Olivolja Vit Tryffel,ZETA,"=""73517597""",47.95,N/A,N/A,N/A
Kardemumma Malen,SANTA MARIA,"=""7311311015205""",34.95,N/A,N/A,N/A
Café De Paris,BLÅ BAND,"=""7322550092070""",15.5,N/A,N/A,N/A
Svampbuljong,KNORR,"=""7310300000567""",13.95,N/A,N/A,N/A
Muskotnöt Malen,SANTA MARIA,"=""7311311014604""",33.95,N/A,N/A,N/A
Sallads Dressing,FELIX,"=""7310240027518""",29.95,N/A,N/A,N/A
Rhode Island Lätt,FELIX,"=""7310240027730""",29.95,N/A,N/A,N/A
Tellicherry Black Pepper,SANTA MARIA,"=""7311310026806""",59.95,N/A,N/A,N/A
Hönsbuljong,KNORR,"=""8712100815768""",13.95,N/A,N/A,N/A
Ättika 24%,PERSTORP ÄTTIKA,"=""7320081190302""",13.95,N/A,N/A,N/A
BBQ Grillolja Vitlök,SANTA MARIA,"=""7311310027636""",36.95,N/A,N/A,N/A
Oregano,SANTA MARIA,"=""7311311018350""",49.95,N/A,N/A,N/A
Majonnäs,THOMY,"=""7610100034145""",29.95,N/A,N/A,N/A
Kalvbuljong,KNORR,"=""8720182144287""",13.95,N/A,N/A,N/A
Paprikapulver,SANTA MARIA,"=""7311311020766""",69.95,N/A,N/A,N/A
Raps & Olivolja,ZETA,"=""7350002404478""",56.95,N/A,N/A,N/A
Svartpeppar Mellanmalen,SANTA MARIA,"=""7311311015687""",29.95,N/A,N/A,N/A
Real Mayonnaise,HELLMANN'S,"=""8712100536939""",22.95,N/A,N/A,N/A
Champinjonsås,BLÅ BAND,"=""7322550092063""",15.5,N/A,N/A,N/A
Chilipeppar Chipotle,SANTA MARIA,"=""7311311015571""",33.95,N/A,N/A,N/A
Grönpepparsås,BLÅ BAND,"=""7322550092056""",17.95,N/A,N/A,N/A
BBQ Sås Smoky Hickory,SANTA MARIA,"=""7311312006349""",39.95,N/A,N/A,N/A
Vitlök Granulerad,SANTA MARIA,"=""7311311012099""",139,N/A,N/A,N/A
Olivolja Extra Vergine Fruttato Intenso,ZETA,"=""7350002408926""",135,N/A,N/A,N/A
Ketchup Hot Chili,FELIX,"=""7310240060478""",25.95,N/A,N/A,N/A
Curry Mango,SANTA MARIA,"=""7311311015946""",39.95,N/A,N/A,N/A
Oregano,SANTA MARIA,"=""7311311014048""",44.95,N/A,N/A,N/A
Sriiacha,SANTA MARIA,"=""7311311024887""",34.95,N/A,N/A,N/A
Vitpeppar Malen,SANTA MARIA,"=""7311311015700""",34.95,N/A,N/A,N/A
Vitlökspeppar,SANTA MARIA,"=""7311311017391""",47.95,N/A,N/A,N/A
Vallmofrö Blått,SANTA MARIA,"=""7311311015229""",29.95,N/A,N/A,N/A
Curry Extra Stark,SANTA MARIA,"=""7311311016097""",29.95,N/A,N/A,N/A
Vitpeppar Hel,SANTA MARIA,"=""7311311004834""",33.95,N/A,N/A,N/A
Saffran,SANTA MARIA,"=""7311312002044""",22.95,N/A,N/A,N/A
Italiensk Fettfri,FELIX,"=""7310240027815""",31.95,N/A,N/A,N/A
Chili Explosion,SANTA MARIA,"=""7311310026752""",59.95,N/A,N/A,N/A
Chilipeppar Ancho Style,SANTA MARIA,"=""7311311015625""",34.95,N/A,N/A,N/A
Korean BBQ,SANTA MARIA,"=""7311311024870""",39.95,N/A,N/A,N/A
Basilika,SANTA MARIA,"=""7311311011313""",69.95,N/A,N/A,N/A
Ketchup Svartpeppar,FELIX,"=""7310240060645""",28.95,N/A,N/A,N/A
Seafood & Fish,SANTA MARIA,"=""7311310026721""",54.95,N/A,N/A,N/A
Lagerblad,SANTA MARIA,"=""7311311013591""",46.95,N/A,N/A,N/A
Pizzakrydda,SANTA MARIA,"=""7311311012938""",64.95,N/A,N/A,N/A
Persilja,SANTA MARIA,"=""7311311011405""",39.95,N/A,N/A,N/A
Curry Madras,SANTA MARIA,"=""7311311012822""",64.95,N/A,N/A,N/A
Smaktillsats Dolmar,PODRAVKA,"=""3850104075513""",15.95,N/A,N/A,N/A
Gurkmeja,SANTA MARIA,"=""7311311022005""",89.95,N/A,N/A,N/A
Citronpeppar,SANTA MARIA,"=""7311311012983""",125,N/A,N/A,N/A
Kanel Malen,SANTA MARIA,"=""7311311011818""",135,N/A,N/A,N/A
Pommes Friteskrydda,SANTA MARIA,"=""7311311013096""",71.95,N/A,N/A,N/A
Svartpeppar Hel EKO,SANTA MARIA,"=""7311311012419""",269,N/A,N/A,N/A
Franska Örter,SANTA MARIA,"=""7311311012839""",71.95,N/A,N/A,N/A
Lök Granulerad EKO,SANTA MARIA,"=""7311311012365""",195,N/A,N/A,N/A
Fänkålsfrö Hela,SANTA MARIA,"=""7311311011771""",91.95,N/A,N/A,N/A
Chef De Provence,SANTA MARIA,"=""7311311012815""",129,N/A,N/A,N/A
Vitpeppar Hel,SANTA MARIA,"=""7311311012150""",309,N/A,N/A,N/A
Svartpeppar Granulerad EKO,SANTA MARIA,"=""7311311012426""",189,N/A,N/A,N/A
Allroundkrydda,SANTA MARIA,"=""7311311016240""",39.95,N/A,N/A,N/A
Jordgubbskräm,KIVIKS MUSTERI,"=""7314720514550""",26.95,N/A,N/A,N/A
Aprikoskräm Färdig,EKSTRÖMS,"=""7310470065281""",27.95,N/A,N/A,N/A
Aprikoskräm Utan Tillsatt Socker,EKSTRÖMS,"=""7310470071107""",27.95,N/A,N/A,N/A
Nötmix Honung/Salt Mandel,ESTRELLA,"=""7310532152935""",31.95,N/A,N/A,N/A
Pumpafrö Rostade,GÖRAL,"=""8696000010204""",28.95,N/A,N/A,N/A
Spaghetti,BARILLA,"=""8076809569811""",34.95,N/A,N/A,N/A
Snabbmakaroner,KUNGSÖRNEN,"=""7310130003554""",24.95,N/A,N/A,N/A
Potatismos 33 Portioner,FELIX,"=""7310240066333""",91.95,N/A,N/A,N/A
Lasagneplattor,BARILLA,"=""8076809523738""",25.95,N/A,N/A,N/A
Pasta Mafalda Corta,GAROFALO,"=""8000139910258""",20.95,N/A,N/A,N/A
Potatismos 6 Portioner,FELIX,"=""7310240066166""",27.95,N/A,N/A,N/A
Pasta Tagliatelle,BARILLA,"=""8076809580731""",25.95,N/A,N/A,N/A
Långkornigt Ris Boil In Bag,BEN'S ORIGINAL,"=""5410673006042""",42.95,N/A,N/A,N/A
Snabbnudlar Kyckling,INDOMIE,"=""89686170115""",24.95,N/A,N/A,N/A
Basmatiris Boil In Bag,BEN'S ORIGINAL,"=""5410673006325""",42.95,N/A,N/A,N/A
Råris,FREBACO KVARN,"=""7312560030018""",26.95,N/A,N/A,N/A
Capellini,BARILLA,"=""8076800195019""",20.95,N/A,N/A,N/A
Bulgur Grov,SEVAN,"=""7331217010050""",26.95,N/A,N/A,N/A
Bucatini,BARILLA,"=""8076800315097""",19.95,N/A,N/A,N/A
Pasta Tagliatelle Paglia E Fieno,BARILLA,"=""8076809523769""",25.95,N/A,N/A,N/A
Koppnudlar Veggie Miso,NISSIN,"=""5997523312411""",19.95,N/A,N/A,N/A
Pasta Fusilli,GAROFALO,"=""8000139910227""",20.95,N/A,N/A,N/A
Koppnudlar Ginger Chicken,NISSIN,"=""5997523312008""",19.95,N/A,N/A,N/A
Pasta Farfalle,GAROFALO,"=""8000139910241""",21.95,N/A,N/A,N/A
Snabbnudlar Chili,NISSIN,"=""5997523312176""",25.95,N/A,N/A,N/A
Linguine,GAROFALO,"=""8000139910159""",21.95,N/A,N/A,N/A
Långkornigt Ris 20 Min,BEN'S ORIGINAL,"=""5410673006097""",46.95,N/A,N/A,N/A
Snabbnudlar Teriyaki,NISSIN,"=""5997523312190""",24.5,N/A,N/A,N/A
Bulgur Mellangrov,SEVAN,"=""7331217010067""",23.95,N/A,N/A,N/A
Pasta Elicoidali,GAROFALO,"=""8000139910180""",20.95,N/A,N/A,N/A
Pasta Radiotori,GAROFALO,"=""8000139910265""",21.95,N/A,N/A,N/A
Bulgur Köftalik,SEVAN,"=""7331217010012""",23.95,N/A,N/A,N/A
Blandsaft Apelsin,BOB,"=""7310090344131""",39.95,N/A,N/A,N/A
Blandsaft Svartvinbär,BOB,"=""7310090346135""",47.95,N/A,N/A,N/A
Päronsaft,BOB,"=""7310090347132""",37.95,N/A,N/A,N/A
Lemon & Lime,ZEROH,"=""7070841002931""",26.95,N/A,N/A,N/A
Fläder & Citron,ZEROH,"=""7070841004164""",25.95,N/A,N/A,N/A
Wild Raspberry,ZEROH,"=""7070841002955""",25.95,N/A,N/A,N/A
Jordgubbsaft,ÖNOS,"=""7310770563586""",45.95,N/A,N/A,N/A
Strösocker,DANSUKKER,"=""5701259100187""",21.95,N/A,N/A,N/A
Brödsirap,DANSUKKER,"=""7310340464442""",25.95,N/A,N/A,N/A
Honung,GÅRDSHONUNG,"=""7350071870464""",71.95,N/A,N/A,N/A
Fikonmarmelad Utan Tillsatt Socker,ST. DALFOUR,"=""3492390003698""",36.95,N/A,N/A,N/A
Marmelad Williams Päron,ST DALFOUR,"=""3492390004886""",36.95,N/A,N/A,N/A
Drottningsylt,ÖNOS,"=""7310770292424""",44.95,N/A,N/A,N/A
Aprikosmarmelad,ST. DALFOUR,"=""3388600000369""",34.95,N/A,N/A,N/A
Squeezy Aprikos,BOB,"=""7310090420224""",37.95,N/A,N/A,N/A
Körsbärskompott Kärnfri,PLIVIT,"=""7350039276529""",38.95,N/A,N/A,N/A
Lemon Curd,MACKAYS,"=""637793001053""",31.95,N/A,N/A,N/A
Pineapple Salsa,SANTA MARIA,"=""7311312000941""",26.95,N/A,N/A,N/A
Taco Shells,SANTA MARIA,"=""7311312008244""",21.95,N/A,N/A,N/A
Fajita Spice Mix Original,SANTA MARIA,"=""7311310031367""",13.95,N/A,N/A,N/A
Tortilla Chips Salted,SANTA MARIA,"=""7311312008145""",38.95,N/A,N/A,N/A
Tropical Salsa,SANTA MARIA,"=""7311312000965""",26.95,N/A,N/A,N/A
Guacamole Dip Mix,SANTA MARIA,"=""7311311003080""",9.95,N/A,N/A,N/A
Cheese Dip Mix,SANTA MARIA,"=""7311311003097""",9.95,N/A,N/A,N/A
Garlic Salsa,SANTA MARIA,"=""7311312000989""",26.95,N/A,N/A,N/A
Mango Papaya Salsa,SANTA MARIA,"=""7311312003447""",26.95,N/A,N/A,N/A
Tortilla Chips Bbq,SANTA MARIA,"=""7311312008114""",14.5,N/A,N/A,N/A
Chicken Taco Spice Mix,SANTA MARIA,"=""7311311013201""",13.95,N/A,N/A,N/A
Fajita Spice Mix,SANTA MARIA,"=""7311311012518""",105,N/A,N/A,N/A
Ost Tage 28%,WERNERSSONS,"=""7331494129292""",89.95,79.95,1,79.95
Fetaost,OLYMPUS,"=""5202178005060""",17.95,16,2,32.0
Grillost,OLYMPUS,"=""5202178007064""",24.95,23.95,1,23.95
Chokladmjölk Pucko Original,COCIO,"=""5711953023620""",20.95,17.5,2,35.0
Präst Mellan 31%,FALKÖPINGS MEJERI,"=""2386660400007""",109,69.95,1,69.95
Ägg Frigående L 20-Pack,STJÄRNÄGG,"=""7332489012605""",64.95,N/A,N/A,N/A
"Mellanmjölk Färsk 1,5%",ARLA KO,"=""7310865001818""",17.5,N/A,N/A,N/A
Herrgård 28% 12 mån,ALLERUM,"=""7393720092404""",109,89.95,1,89.95
Normalsaltat Smör & Raps,BREGOTT,"=""7311870011076""",69.95,N/A,N/A,N/A
Ägg Frigående M 15-Pack,STJÄRNÄGG,"=""7332489041551""",47.95,N/A,N/A,N/A
"Mellanmjölk 1,5% Laktosfri",ARLA KO,"=""7310865085733""",25.5,N/A,N/A,N/A
Matlagningsgrädde 13%,ARLA KÖKET,"=""7310865066435""",26.95,25.95,1,25.95
Fetaost,GARANT,"=""7311043005727""",23.95,N/A,N/A,N/A
Riven Ost Familjefavoriter 24%,ARLA,"=""7311877016685""",59.95,N/A,N/A,N/A
Riven Ost Familjefavoriter Mozzarella 21%,ARLA,"=""7311875904342""",63.95,N/A,N/A,N/A
"Mild Kvarg Vanilj 0,2% Laktosfri",ARLA,"=""4016241050526""",37.5,N/A,N/A,N/A
Ägg M/L EKO KRAV,GARANT EKO,"=""7340083487798""",43.5,N/A,N/A,N/A
ikaffe,OATLY,"=""7394376616037""",20.95,N/A,N/A,N/A
Mellan Smör & Raps,BREGOTT,"=""7311870010932""",48.95,N/A,N/A,N/A
Extrasaltat Smör & Raps,BREGOTT,"=""7311870010987""",48.95,N/A,N/A,N/A
Bondmoran 31% 11 Mån,GÄSENE MEJERI,"=""2384790400003""",139,119,1,119
Matlagningsgrädde 13%,NO NAME,"=""7340083490446""",21.5,N/A,N/A,N/A
"Lättmjölk 0,5% Laktosfri",GARANT,"=""7340083435980""",16.5,15,2,30.0
Texmex Riven,GARANT,"=""7311043005802""",22.95,N/A,N/A,N/A
A-Fil 3% Laktosfri,GARANT,"=""7340083496219""",20.95,N/A,N/A,N/A
Gräddost 38%,WERNERSSON,"=""7331494123450""",56.95,N/A,N/A,N/A
Smör 80% Laktosfri,VALIO,"=""6408432061295""",66.95,N/A,N/A,N/A
Ägg 18-Pack Frigående Inomhus,STJÄRNÄGG,"=""7332489010717""",49.95,N/A,N/A,N/A
Präst 35% 12 mån,ALLERUM,"=""7393720092480""",109,89.95,1,89.95
Port Salut Familjefavoriter 26% Skivad Ost,ARLA,"=""5760466983570""",86.95,N/A,N/A,N/A
Prästost Mild 36%,SKÅNEMEJERIER,"=""7393720092800""",74.95,N/A,N/A,N/A
